85426,15978,15732,13993,12089,7763,6606,4500,3753,1132,2280,808,407,0,162,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16550,86743,20659,15990,15937,12690,8401,7275,4678,3459,2818,1125,808,163,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16039,17307,92512,16847,15554,13551,12507,9308,7435,4870,3025,956,712,885,238,0,79,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15815,13813,20068,84975,16810,17634,16184,10993,9348,7019,4559,3192,1357,1279,966,321,237,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11345,14741,16514,18906,85225,17925,16904,16116,13603,9878,7345,4272,3797,1976,1263,236,235,311,235,76,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8422,12217,15481,17862,18263,79543,17046,17069,14945,11967,10116,6650,5067,3085,1735,789,472,312,237,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6861,8819,10582,12655,18260,18579,82376,17315,17956,15184,9876,11082,6880,5132,2842,1110,705,311,235,315,315,0,78,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,6140,10500,12965,14040,16353,18195,84092,18025,16614,12090,10518,10266,6815,3718,3317,1732,1560,1180,311,309,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,3777,6623,9276,11147,15562,16933,16508,88354,16612,17496,11728,11529,10156,6313,3940,3302,1489,1720,231,318,78,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,2835,4629,6380,8382,11611,15150,18017,16009,89888,17451,16295,14570,13315,7390,8118,5090,2664,2112,866,700,235,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,1852,4087,3764,7030,9729,13375,13108,16096,18990,85606,18203,17180,15595,11962,8583,7342,5392,3359,2730,1336,627,552,234,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,1368,1841,3752,4269,5695,9573,12410,14194,17654,18115,86121,17950,16463,13575,11096,8599,7419,4845,3356,1958,1333,775,394,157,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,650,1430,1675,2373,4892,6338,8690,11904,14011,18489,18897,84711,17649,17113,14956,11100,9476,6339,4302,3041,2191,1728,629,393,157,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,324,479,864,1886,2681,4658,7177,8737,13534,15205,15534,19383,85901,18997,17246,12440,12882,8909,7731,4461,2579,2106,1167,545,313,155,79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,317,321,720,1023,1818,3331,3954,7020,7808,11419,14654,15055,19148,82074,18571,15318,14460,12515,9054,6418,3539,2975,1718,1013,232,475,0,158,80,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,319,81,942,1108,1579,2455,3954,5194,10018,12939,13857,18473,19855,83302,17990,14813,14701,12579,9364,6337,4300,3201,1869,1090,860,472,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
