dataset_name,block_size,total_area,total_margin,total_overlap,size_std,block_util,total_blocks,x1,y1,x2,y2
small/diagonal_001.csv,131072.0,0.5779730732434384,8.135189784393958,0.0,1476.3124635025556,0.5121512577451509,29,6.699897790518605e-05,6.222408198962651e-06,1.0014370347228583,1.0019604444469048
small/diagonal_002.csv,131072.0,0.40330751885396854,5.014292882565584,0.0,373.9919547560111,0.5134852091471355,15,5.594328744383537e-07,0.00011986225121347199,1.0010805827133133,1.0014214857001094
small/diagonal_003.csv,131072.0,0.7240464662591213,7.635175469086044,0.0,346.0629751453338,0.5259897141229539,21,0.00011852016683845668,0.0001475232306208385,1.0015281425833964,1.0010358653211109
small/diagonal_004.csv,131072.0,0.5103264200612115,8.051617002338238,0.0,1789.3963444920917,0.512766445384306,34,4.832919191323504e-06,0.00026803763018251776,1.0015610081152968,1.0018763940209878
small/diagonal_005.csv,131072.0,0.5166034039997466,6.023915558045814,0.0,420.72351650906086,0.5068297386169434,16,1.1253813444300764e-05,0.00011157211033942932,1.0012134858599708,1.001479052240562
small/diagonal_006.csv,131072.0,0.5495289986932078,6.9673717741328245,0.0,460.2317261288461,0.5143845298073508,22,6.336338148316134e-05,9.336375549291731e-06,1.0017241363641034,1.001344099854372
small/diagonal_007.csv,131072.0,0.3907466027044403,7.191734034321221,0.0,1696.6866869483654,0.5184849009794348,34,0.00013413982615929042,3.72871425175815e-06,1.0010620839035065,1.0011045275125057
small/diagonal_008.csv,131072.0,0.21612998286196994,5.445884382202834,0.0,1880.8468273303884,0.5268630981445312,33,5.46432351248541e-05,3.973420200186276e-06,1.0017390513410196,1.0017053478131377
small/diagonal_009.csv,131072.0,0.40369685271716554,4.472412482185338,0.0,412.44016401035543,0.5114161173502604,12,7.425684365790913e-05,0.00011034956299236023,1.0007399085449449,1.000919023326561
small/diagonal_010.csv,131072.0,0.3827078115786061,6.778573925913754,0.0,1696.1014034731777,0.5165966403099799,31,0.00020444310409704208,4.26719535578414e-06,1.0010259387266858,1.0015209963998277
small/diagonal_011.csv,131072.0,0.6432617555759975,9.047656385054527,0.0,1788.940850394707,0.5200989246368408,32,7.124174390728266e-07,3.222284269056852e-06,1.0017734802966274,1.001903946378973
small/diagonal_012.csv,131072.0,0.35987881970409585,6.589918538217309,0.0,1485.8660908709103,0.5170700073242187,30,6.993737154981083e-05,1.4798341651842128e-05,1.0014853752111839,1.001328839447566
small/diagonal_013.csv,131072.0,0.24213555973787199,4.806157143950405,0.0,942.8986606722489,0.4917720447887074,22,6.777437282901033e-05,6.777437282901033e-05,1.001541422282979,1.0019193431972722
