dataset_name,block_size,total_area,total_margin,total_overlap,size_std,block_util,total_blocks,x1,y1,x2,y2
medium/diagonal_001.csv,1048576,0.8339848250044762,11.021485021215724,0.0,13281.089728538844,0.5184933185577393,40,7.701811133714598e-06,3.223324297673552e-05,1.0018803280403261,1.0013571230456575
medium/diagonal_002.csv,1048576,0.32839432539790303,7.571892022744126,0.0,12489.133478463265,0.5221973982724276,44,1.2708890889667757e-06,1.2708890889667757e-06,1.001419772420059,1.0012456891987123
medium/diagonal_003.csv,1048576,0.4227844433922634,8.116478207193012,0.0,13188.59364511139,0.5238714971040425,38,8.505865822579228e-06,1.1254111033660169e-05,1.0016586839689776,1.0018079937857978
medium/diagonal_004.csv,1048576,0.8131327624454434,11.41403081006131,0.0,14711.160503932007,0.5190473965236119,42,1.0059170907697479e-06,9.122230773678242e-06,1.0014149365255007,1.001326343449575
medium/diagonal_005.csv,1048576,0.5896008817111862,7.918464605841283,0.0,10251.219508754393,0.49585771560668945,24,7.225755645934306e-06,7.225755645934306e-06,1.0018306417438467,1.0010680167614285
medium/diagonal_006.csv,1048576,0.4809426336270296,6.687636974563576,0.0,8469.527632940444,0.48921431665835174,23,1.2211431843489606e-07,1.2211431843489606e-07,1.0013225786237754,1.001439900282068
medium/diagonal_007.csv,1048576,0.5456760882116265,7.5686690625980715,0.0,12384.204857562783,0.5180532591683524,28,2.4512568247035335e-06,1.4080937565386087e-05,1.001823446926411,1.0012637429696254
medium/diagonal_008.csv,1048576,0.531471684843134,7.9609572650690685,0.0,13350.353410053733,0.5182918548583985,30,2.3529500034022433e-05,7.082595241812706e-06,1.001503095662967,1.0013596915735636
medium/diagonal_009.csv,1048576,0.40674879985796175,5.202763820659181,0.0,1819.691019059085,0.503690102521111,17,6.0348773421809235e-06,2.660460251734109e-06,1.0017575343689609,1.0010174368371378
medium/diagonal_010.csv,1048576,0.7759998799668067,8.79706054974093,0.0,12711.499476196084,0.5096969604492188,30,5.334003970167145e-06,1.515780232386188e-06,1.001818063615928,1.0016826904585707
medium/gaussian_001.csv,1048576,0.6959621137711018,5.563113634688998,0.0,5374.42719181667,0.5018819360172048,17,0.03661970757339833,0.04629529498375634,0.9224561654910246,0.9644462655759887
medium/gaussian_002.csv,1048576,0.7036175318763479,7.329397847836883,0.0,11285.795640529555,0.506119932447161,28,0.024095083962739017,0.018647344934667742,0.9647601090288422,0.9329106389723901
medium/gaussian_003.csv,1048576,0.7167878153761115,7.187559717769346,0.0,9086.306189375959,0.5031160286494664,28,0.029965616080804724,0.09306996899915926,1.0003372526817733,0.927997730159477
medium/gaussian_004.csv,1048576,0.6994037885869082,7.3194952611406565,0.0,9580.110249248446,0.523780277797154,28,0.029460212989978418,0.02623224836072674,0.9865733615660164,0.9827726145603818
medium/gaussian_005.csv,1048576,0.7643227810742377,8.425244907720751,0.0,13916.768790564129,0.5182710794302133,39,0.01803651810165363,0.08394202299134668,0.9871088460904063,0.9620589718349672
medium/gaussian_006.csv,1048576,0.736166215298461,8.402836649624366,0.0,11769.170179846546,0.5150212311163181,41,0.03571945578802699,0.013827292898463073,0.9824420187336299,0.9283114087814921
medium/gaussian_007.csv,1048576,0.7335798804114232,7.87018023131335,0.0,13514.753386773513,0.5235588618687221,35,0.06148941750763193,0.025616746285453573,0.9303920453976398,0.9438072052479317
medium/gaussian_008.csv,1048576,0.7708336158203692,8.349102061279853,0.0,14944.143656586175,0.5371304693676177,42,0.017438180195228914,0.0356105483122332,0.9399113206121548,0.9730416485042364
medium/gaussian_009.csv,1048576,0.687455758096445,6.598980942665925,0.0,10255.135868119934,0.4992314147949219,25,0.05304960344019005,0.07986201265959353,0.969903639494277,0.960451404985841
medium/gaussian_010.csv,1048576,0.724220342908873,8.423923846294096,0.0,10124.49363385934,0.526887149345584,41,0.044180166676942134,0.05701928611872226,0.9925535339375865,0.9587520117873058
medium/uniform_001.csv,1048576,1.0028006988622504,14.726450094881983,0.0,12872.260084591755,0.5065317835126605,42,1.3581731981737732e-05,2.8458245836526785e-06,1.001179015503248,1.0016965829592097
medium/uniform_002.csv,1048576,1.002432279253606,11.0569334306207,0.0,10985.154508444566,0.5031231307983398,25,6.375638087918745e-06,4.519193821161949e-06,1.0015061934263076,1.001064976420081
medium/uniform_003.csv,1048576,1.0025157731633145,10.386356906160744,0.0,10350.073237537983,0.5004055404663086,25,5.322277583652557e-06,4.33903382202061e-06,1.0015565314243737,1.0011018809403465
medium/uniform_004.csv,1048576,1.0029435762844054,9.828846372154818,0.0,1916.5666179676705,0.512222641392758,19,7.149956019025794e-06,1.3380804059881513e-05,1.0015484205734175,1.0015230373327115
medium/uniform_005.csv,1048576,1.0023904138859696,13.471513391118833,0.0,13384.795483462656,0.5027135702279898,39,6.134479457742259e-08,2.3145036329386137e-05,1.0013233923241702,1.0011731905118875
medium/uniform_006.csv,1048576,1.0030726892892772,10.861779345020091,0.0,9311.305759859892,0.5067168045043945,25,5.770982548392034e-06,1.3308703300518587e-06,1.0014746427195516,1.0017634489880909
medium/uniform_007.csv,1048576,1.0023853361681754,12.521353826406559,0.0,10837.892347832665,0.49826039208306205,27,4.934375515963652e-07,2.030849553413816e-05,1.0013067607919797,1.001173792064292
medium/uniform_008.csv,1048576,1.002781942790536,11.124615758684174,0.0,8567.493347141164,0.4868002767148225,23,1.209664730883464e-05,1.958435347559906e-06,1.0012289394062466,1.0016704204814586
medium/uniform_009.csv,1048576,1.0026207466227806,13.618140934224762,0.0,13914.043499061201,0.5043553553129497,38,1.4980431576105957e-05,2.893372928802762e-06,1.0011606294168935,1.0015878597878747
medium/uniform_010.csv,1048576,1.0028661886016965,9.056729634041549,0.0,1561.8922808291168,0.5195378727383084,18,8.530192281086535e-06,9.436719127231541e-07,1.0014836666038698,1.0015272755125377
medium/parcel_001.csv,1048576,0.9999975810470203,10.574856626880509,0.0,9829.022241830568,0.5039545440673828,25,0.0,0.0,0.9999993997990284,0.999999249226051
medium/parcel_002.csv,1048576,0.9999931837156187,12.83249764675507,0.0,13763.08973646098,0.5095940998622349,35,0.0,0.0,0.9999990996421457,0.9999987589080725
medium/parcel_003.csv,1048576,0.9999876270650637,9.779305111924712,0.0,6217.589509436213,0.49567157571966,22,0.0,0.0,0.999999170506038,0.9999971376153216
