5609147,5662008,5649686,5618868,5582714,5583053,5588366,5561972,5478025,5525601,5480108,5511524,5553565,5449176,5501310,5443143
5549522,5576663,5553533,5558014,5486241,5501595,5520638,5484718,5479348,5432505,5449722,5451661,5402468,5444280,5412925,5336071
5591364,5528885,5516070,5566473,5480745,5507343,5485338,5476165,5420466,5407787,5384312,5411203,5405803,5416768,5418226,5336434
5530432,5530522,5534371,5518344,5464880,5518787,5471714,5462213,5442624,5425349,5438508,5392072,5384054,5412075,5432609,5356618
5495059,5495660,5476873,5512774,5439960,5406872,5422536,5436681,5367403,5378792,5393025,5363886,5378322,5397444,5331242,5315536
5488395,5488041,5530620,5466185,5446654,5508744,5466434,5422091,5381863,5388674,5366916,5361706,5387667,5343804,5382286,5266336
5540359,5531365,5464348,5484061,5441125,5440468,5453403,5447082,5381147,5375653,5389784,5375728,5341192,5387983,5378257,5278771
5507546,5511242,5478711,5473898,5452796,5448482,5434233,5445416,5358996,5373524,5370942,5372811,5344280,5331571,5349843,5269518
5449701,5455775,5442269,5433393,5399340,5357604,5398665,5345574,5291074,5272147,5307600,5294351,5289579,5300128,5301062,5208423
5416922,5425129,5430819,5423825,5374093,5353137,5372239,5354564,5326871,5318618,5290090,5322541,5316995,5302897,5324574,5207769
5442219,5442899,5406022,5413828,5343978,5395990,5392164,5379435,5304653,5287633,5292828,5302967,5264899,5280770,5308614,5212074
5461094,5433496,5365733,5414555,5367559,5346926,5384418,5380598,5264847,5271460,5267566,5331779,5299684,5296315,5290628,5214757
5414611,5460068,5401339,5396253,5372690,5391522,5382012,5374151,5213591,5288519,5304684,5282546,5293949,5293599,5308833,5213709
5461106,5432068,5401655,5378556,5371667,5377999,5354349,5319216,5309199,5312019,5329682,5320258,5304900,5293853,5312325,5193693
5434073,5389737,5412663,5359132,5353066,5392722,5343620,5355422,5341338,5285649,5299609,5289823,5288253,5328829,5297180,5229517
5444204,5385406,5395454,5371675,5365795,5353012,5315690,5319432,5306410,5262161,5302672,5299979,5253072,5279552,5290555,5227546
