,0,1,2,3,4,5,6,7,8,9,cardinality_x,cardinality_y,bops,dataset1,dataset2,result_size,join_selectivity,join_selectivity_log,mbr_tests,mbr_tests_selectivity,duration
0,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,24426,12867,6078489.0,small/diagonal_001.csv,small/diagonal_002.csv,50901,0.9998380441421396,7.034223170267941e-05,882393,2807581.6837594192,2.710343973
1,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,24426,18426,7216045.0,small/diagonal_001.csv,small/diagonal_003.csv,66776,0.999851633114234,6.443970026239603e-05,1460096,3244128.0765454397,1.006798713
2,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,12867,18426,4866319.0,small/diagonal_002.csv,small/diagonal_003.csv,49789,0.9997899972238923,9.121262463539231e-05,704639,2972065.0375337205,0.575602738
3,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,24426,28371,12293445.0,small/diagonal_001.csv,small/diagonal_004.csv,119800,0.9998271259440283,7.508473886141186e-05,2264034,3267051.2557405476,0.8218937040000001
4,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,12867,28371,8428427.0,small/diagonal_002.csv,small/diagonal_004.csv,90166,0.9997530034660462,0.00010728248149137754,1099333,3011461.533848257,0.7067496320000001
5,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,18426,28371,9726843.0,small/diagonal_003.csv,small/diagonal_004.csv,118383,0.9997735441048293,9.835968315252345e-05,1800298,3443806.07996136,0.739804855
6,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,24426,13541,5313541.0,small/diagonal_001.csv,small/diagonal_005.csv,28172,0.9999148245201595,3.6992816351019574e-05,964212,2915207.289792361,0.6153111960000001
7,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,12867,13541,3476508.0,small/diagonal_002.csv,small/diagonal_005.csv,19001,0.9998909442876488,4.7364876846293723e-05,454909,2610937.5848634783,0.507710323
8,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,18426,13541,4081989.0,small/diagonal_003.csv,small/diagonal_005.csv,24914,0.9999001468763539,4.336782584279187e-05,762412,3055680.3285410646,0.535606083
9,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,28371,13541,7032746.0,small/diagonal_004.csv,small/diagonal_005.csv,46207,0.999879723054361,5.2238755413141644e-05,1182132,3077092.7846897086,0.651712657
10,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,24426,18763,8023684.0,small/diagonal_001.csv,small/diagonal_006.csv,79416,0.999826718029663,7.526192448628045e-05,1561754,3407673.646389198,0.79846942
11,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,12867,18763,5505330.0,small/diagonal_002.csv,small/diagonal_006.csv,60308,0.9997501983247109,0.00010850104158350537,760131,3148537.4616833627,0.5674725310000001
12,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,18426,18763,6391930.0,small/diagonal_003.csv,small/diagonal_006.csv,79920,0.9997688349732138,0.00010040530108649635,1239149,3584183.080294692,0.6332770910000001
13,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,28371,18763,10933688.0,small/diagonal_004.csv,small/diagonal_006.csv,139312,0.9997382952502784,0.0001136718035662952,1923452,3613303.407183302,0.705985298
14,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,13541,18763,4566048.0,small/diagonal_005.csv,small/diagonal_006.csv,29835,0.9998825716319047,5.10014868519675e-05,813748,3202852.343916868,0.5731701370000001
15,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,24426,29144,13291213.0,small/diagonal_001.csv,small/diagonal_007.csv,91992,0.9998707744021791,5.612559056387855e-05,1970721,2768366.807584265,0.9403977059999999
16,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,12867,29144,9259888.0,small/diagonal_002.csv,small/diagonal_007.csv,68454,0.9998174539788505,7.928596656769207e-05,936182,2496512.9747249894,0.69138621
17,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,18426,29144,10552445.0,small/diagonal_003.csv,small/diagonal_007.csv,89797,0.9998327825475698,7.26276893461971e-05,1573774,2930637.7605145006,0.760543621
18,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,28371,29144,18287365.0,small/diagonal_004.csv,small/diagonal_007.csv,162464,0.9998035132181045,8.534150965805229e-05,2445842,2958043.773419702,0.8040434540000001
19,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,13541,29144,7621912.0,small/diagonal_005.csv,small/diagonal_007.csv,34806,0.9999118029174336,3.830519550661032e-05,1020207,2585165.8051432255,0.670241815
20,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,18763,29144,11927188.0,small/diagonal_006.csv,small/diagonal_007.csv,108519,0.9998015485180892,8.619493655873289e-05,1696448,3102338.0199281066,0.736638459
21,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,24426,28148,15035210.0,small/diagonal_001.csv,small/diagonal_008.csv,149845,0.9997820572829063,9.466163518653867e-05,2394960,3483360.0702773742,0.723506656
22,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,12867,28148,11137116.0,small/diagonal_002.csv,small/diagonal_008.csv,115174,0.9996819981790507,0.00013812839977900962,1178982,3255234.88692301,0.723434735
23,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,18426,28148,12433675.0,small/diagonal_003.csv,small/diagonal_008.csv,150193,0.9997104183202705,0.00012578193851841272,1904558,3672109.251311095,0.803952698
24,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,28371,28148,21486884.0,small/diagonal_004.csv,small/diagonal_008.csv,263199,0.9996704190898156,0.0001431587631275544,2967747,3716248.000399225,0.8083130190000001
25,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,13541,28148,8533436.0,small/diagonal_005.csv,small/diagonal_008.csv,57543,0.9998490287608777,6.557092586344163e-05,1248810,3276408.8269357104,0.690806026
26,0.4254545454545454,0.7291666666666667,0.3500000000000001,0.44255319148936234,0.045098039215686114,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,18763,28148,14123024.0,small/diagonal_006.csv,small/diagonal_008.csv,177130,0.9996646160296414,0.00014567983835259892,2038661,3860070.1202241997,0.7425425859999999
27,0.054545454545454564,0.125,0.15999999999999992,0.3595744680851065,0.17450980392156845,0.7054545454545457,0.78125,0.75,0.42127659574468135,0.0,29144,28148,23762770.0,small/diagonal_007.csv,small/diagonal_008.csv,208072,0.9997463604692362,0.00011016822070186791,2616553,3189575.1237010784,0.9106158679999999
28,0.6290909090909093,0.45833333333333326,0.98,0.4319148936170216,0.3509803921568624,0.08363636363636373,0.07291666666666674,0.28,0.2361702127659573,0.16274509803921555,24426,10319,4752817.0,small/diagonal_001.csv,small/diagonal_009.csv,32198,0.9998722564647738,5.54818562472144e-05,686396,2723232.8593412596,0.511075802
29,0.19272727272727275,0.125,0.49,0.26382978723404227,0.0117647058823529,0.08363636363636373,0.07291666666666674,0.28,0.2361702127659573,0.16274509803921555,12867,10319,3325518.0,small/diagonal_002.csv,small/diagonal_009.csv,23686,0.9998216074097259,7.748182886603513e-05,324756,2445920.123576673,0.46825083
30,0.17454545454545456,0.5833333333333335,0.039999999999999813,0.5382978723404253,0.009803921568627416,0.08363636363636373,0.07291666666666674,0.28,0.2361702127659573,0.16274509803921555,18426,10319,3779119.0,small/diagonal_003.csv,small/diagonal_009.csv,30972,0.9998371076940612,7.074899200339221e-05,548267,2883523.049855596,0.749630668
31,0.7163636363636364,0.5937500000000002,0.98,0.44893617021276633,0.17058823529411749,0.08363636363636373,0.07291666666666674,0.28,0.2361702127659573,0.16274509803921555,28371,10319,6554175.0,small/diagonal_004.csv,small/diagonal_009.csv,56512,0.9998069683951634,8.384065302174022e-05,852190,2910879.1641726047,0.566818956
32,0.290909090909091,0.3125,0.49,0.41063829787234063,0.46470588235294086,0.08363636363636373,0.07291666666666674,0.28,0.2361702127659573,0.16274509803921555,13541,10319,2728060.0,small/diagonal_005.csv,small/diagonal_009.csv,12232,0.999912459480036,3.802002893412041e-05,356456,2551041.8234352516,0.459629099
