,0,1,2,3,4,5,6,7,8,9,cardinality_x,cardinality_y,bops,dataset1,dataset2,result_size,join_selectivity,join_selectivity_log,mbr_tests,mbr_tests_selectivity,duration
0,0.09963985594237694,0.08906882591093118,0.24623115577889446,0.30069930069930084,0.17099567099567126,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,34048000,273048,41677418135.0,large_aws/Combo_001.csv,medium/diagonal_001.csv,64378920,6.924893214677284e-06,5.159586919250369,33071719730,3557346.5282733208,15.623433684
1,0.01292517006802721,0.3724696356275304,0.0037688442211055275,0.39160839160839167,0.5952380952380951,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,32256000,273048,37100052703.0,large_aws/Combo_002.csv,medium/diagonal_001.csv,33048994,3.7523966020655477e-06,5.425691265979043,17438719391,1979999.493696025,14.277064205999999
2,0.00041216486594637837,0.006072874493927127,0.00628140703517588,0.4510489510489508,0.44372294372294374,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,34048000,273048,34125397022.0,large_aws/Combo_003.csv,medium/diagonal_001.csv,7922200,8.52148327827127e-07,6.0694848038834115,13936404979,1499063.9214834888,12.840882781
3,0.01360544217687075,0.3927125506072875,0.0037688442211055275,0.5874125874125875,0.09956709956709964,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,41216000,273048,136774805901.0,large_aws/Combo_004.csv,medium/diagonal_001.csv,1652241135,0.00014681437790551945,3.833231410773756,23887820139,2122617.2009246238,18.417303263
4,0.012204881952781112,0.27125506072874495,0.00628140703517588,0.55944055944056,0.13203463203463217,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,23296000,273048,84983371717.0,large_aws/Combo_005.csv,medium/diagonal_001.csv,523501886,8.229963198466332e-05,4.084602106797297,9292464901,1460866.6406651703,9.762604166000001
5,0.05562224889955983,0.7975708502024292,0.012562814070351758,0.23076923076923084,0.23917748917748916,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,44800000,273048,126668503713.0,large_aws/Combo_006.csv,medium/diagonal_001.csv,889664356,7.272926143022472e-05,4.138290822691271,41663098665,3405920.867082632,17.570609271
6,0.13965586234493796,0.02834008097165992,0.8743718592964824,1.0,0.4696969696969697,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,17920000,273048,59658920279.0,large_aws/Combo_007.csv,medium/diagonal_001.csv,449003306,9.17640416997587e-05,4.037327466409679,9532203796,1948122.7308084504,7.9395883739999995
7,0.04961984793917567,0.008097165991902834,0.6231155778894473,0.7692307692307692,0.8863636363636362,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,19712000,273048,20107338735.0,large_aws/Combo_008.csv,medium/diagonal_001.csv,24162615,4.489254676678797e-06,5.347825756251523,10836878494,2013420.6276841054,7.930714447000001
8,0.01760704281712685,0.02834008097165992,0.10804020100502512,0.9685314685314692,0.2846320346320348,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,17920000,273048,22103984495.0,large_aws/Combo_009.csv,medium/diagonal_001.csv,45857458,9.372014931571424e-06,5.028167028152976,16296903907,3330643.114905948,9.113068497
9,0.01760704281712685,0.006072874493927127,0.24623115577889446,0.2412587412587408,0.1872294372294374,0.2314647377938517,0.5608108108108109,0.21518987341772156,0.8873692679002414,0.7916041979010495,39424000,273048,20650194946.0,large_aws/Combo_010.csv,medium/diagonal_001.csv,40294690,3.743243964443053e-06,5.426751866992278,35156180334,3265893.34346826,14.052379944
