1,uniform,2.37E-05,1.46283634050716,3.74E-09,3.74E-09,,,,
1,diagonal,6.09E-05,9.38823590732045,6.44E-09,6.44E-09,2.37E-05,1.08E+00,3.17E-09,3.17E-09
1,gauss,4.05E-05,5.85821822372253,3.17E-09,3.17E-09,,,,
1,parcel,2.67E-05,1.0758286212314,3.97E-09,3.97E-09,,,,
1,bit,2.67E-05,1.0758286212314,3.97E-09,3.97E-09,,,,
2,uniform_diagonal,1.60E-05,2.23223500070625,1.14E-09,1.14E-09,1.60E-05,7.41E-01,1.14E-09,1.14E-09
2,uniform_gauss,2.38E-05,3.05763711710983,2.66E-09,2.66E-09,,,,
2,uniform_parcel,2.37E-05,1.13026354388437,3.75E-09,3.75E-09,,,,
2,uniform_bit,2.35E-05,0.740810079692816,3.75E-09,3.75E-09,,,,
2,diagonal_gauss,5.09E-05,8.11464445793922,5.51E-09,5.51E-09,,,,
2,diagonal_parcel,3.41E-05,6.78114902043818,2.08E-09,2.08E-09,,,,
2,diagonal_bit,2.03E-05,2.75479292096559,1.31E-09,1.31E-09,,,,
2,gauss_parcel,3.50E-05,3.68537852690846,3.00E-09,3.00E-09,,,,
2,gauss_bit,4.18E-05,5.44714070036856,3.64E-09,3.64E-09,,,,
2,parcel_bit,2.67E-05,1.03937553300431,3.96E-09,3.96E-09,,,,
3,uniform_diagonal_gauss,5.70E-06,0.832686132306287,4.00E-10,4.00E-10,,,,
3,uniform_diagonal_parcel,2.01E-05,8.35365422781572,1.47E-09,1.47E-09,5.70E-06,,,
3,uniform_diagonal_bit,6.89E-06,0.730200853376806,3.59E-10,3.59E-10,,,,
3,uniform_gauss_parcel,2.36E-05,2.91609207613516,2.65E-09,2.65E-09,,,,
3,uniform_gauss_bit,2.18E-05,1.35088639147096,2.95E-09,2.95E-09,,,,
3,uniform_parcel_bit,2.35E-05,0.832438163757581,3.76E-09,3.75E-09,,,,
3,diagonal_gauss_parcel,9.05E-06,1.19573490375679,5.46E-10,5.45E-10,,,,
3,diagonal_gauss_bit,1.30E-05,2.3281975994915,8.72E-10,8.71E-10,,,,
3,diagonal_parcel_bit,5.46E-05,5.82023090839059,5.65E-09,5.65E-09,,,,
3,gauss_parcel_bit,3.93E-05,3.46430791407501,3.66E-09,3.66E-09,,,,
4,uniform_diagonal_gauss_parcel,5.27E-06,0.68827888183176,4.19E-10,4.19E-10,,,,
4,uniform_diagonal_gauss_bit,4.42E-06,0.387467920514551,3.02E-10,3.02E-10,4.42E-06,3.87E-01,3.02E-10,3.02E-10
4,uniform_diagonal_parcel_bit,1.12E-05,1.09999720926416,5.71E-10,5.71E-10,,,,
4,uniform_gauss_parcel_bit,2.09E-05,0.990081399589474,2.96E-09,2.96E-09,,,,
4,diagonal_gauss_parcel_bit,7.01E-06,0.806802711572347,3.54E-10,3.54E-10,,,,
