,cardinality_x,AVG area_x,AVG x_x,AVG y_x,E0_x,E2_x,block_size_x,total_area_x,total_margin_x,total_overlap_x,size_std_x,block_util_x,total_blocks_x,x1_x,y1_x,x2_x,y2_x,cardinality_y,AVG area_y,AVG x_y,AVG y_y,E0_y,E2_y,block_size_y,total_area_y,total_margin_y,total_overlap_y,size_std_y,block_util_y,total_blocks_y,x1_y,y1_y,x2_y,y2_y,join_selectivity,mbr_tests_selectivity
0,24426,2.91e-06,0.00147,0.00198,1.733,1.656,131072.0,0.5779730732434384,8.135189784393955,0.0,1476.3124635025556,0.5121512577451509,29,6.699897790518605e-05,6.222408198962652e-06,1.0014370347228585,1.0019604444469048,12867,1.71e-06,0.00115,0.00149,1.6540000000000001,1.483,131072.0,0.4033075188539685,5.014292882565584,0.0,373.9919547560111,0.5134852091471355,15,5.594328744383537e-07,0.00011986225121347199,1.0010805827133131,1.0014214857001094,0.00016195585786042978,0.0028075816837594193
1,24426,2.91e-06,0.00147,0.00198,1.733,1.656,131072.0,0.5779730732434384,8.135189784393955,0.0,1476.3124635025556,0.5121512577451509,29,6.699897790518605e-05,6.222408198962652e-06,1.0014370347228585,1.0019604444469048,18426,1.66e-06,0.00159,0.0010400000000000001,1.7830000000000001,1.482,131072.0,0.7240464662591213,7.635175469086044,0.0,346.0629751453338,0.5259897141229539,21,0.00011852016683845669,0.0001475232306208385,1.0015281425833964,1.0010358653211109,0.00014836688576600325,0.0032441280765454395
2,12867,1.71e-06,0.00115,0.00149,1.6540000000000001,1.483,131072.0,0.4033075188539685,5.014292882565584,0.0,373.9919547560111,0.5134852091471355,15,5.594328744383537e-07,0.00011986225121347199,1.0010805827133131,1.0014214857001094,18426,1.66e-06,0.00159,0.0010400000000000001,1.7830000000000001,1.482,131072.0,0.7240464662591213,7.635175469086044,0.0,346.0629751453338,0.5259897141229539,21,0.00011852016683845669,0.0001475232306208385,1.0015281425833964,1.0010358653211109,0.00021000277610771814,0.0029720650375337204
3,24426,2.91e-06,0.00147,0.00198,1.733,1.656,131072.0,0.5779730732434384,8.135189784393955,0.0,1476.3124635025556,0.5121512577451509,29,6.699897790518605e-05,6.222408198962652e-06,1.0014370347228585,1.0019604444469048,28371,3.15e-06,0.0016,0.00198,1.7409999999999999,1.564,131072.0,0.5103264200612115,8.051617002338238,0.0,1789.3963444920914,0.512766445384306,34,4.832919191323504e-06,0.00026803763018251776,1.0015610081152968,1.0018763940209878,0.00017287405597164957,0.0032670512557405476
4,12867,1.71e-06,0.00115,0.00149,1.6540000000000001,1.483,131072.0,0.4033075188539685,5.014292882565584,0.0,373.9919547560111,0.5134852091471355,15,5.594328744383537e-07,0.00011986225121347199,1.0010805827133131,1.0014214857001094,28371,3.15e-06,0.0016,0.00198,1.7409999999999999,1.564,131072.0,0.5103264200612115,8.051617002338238,0.0,1789.3963444920914,0.512766445384306,34,4.832919191323504e-06,0.00026803763018251776,1.0015610081152968,1.0018763940209878,0.0002469965339537355,0.003011461533848257
5,18426,1.66e-06,0.00159,0.0010400000000000001,1.7830000000000001,1.482,131072.0,0.7240464662591213,7.635175469086044,0.0,346.0629751453338,0.5259897141229539,21,0.00011852016683845669,0.0001475232306208385,1.0015281425833964,1.0010358653211109,28371,3.15e-06,0.0016,0.00198,1.7409999999999999,1.564,131072.0,0.5103264200612115,8.051617002338238,0.0,1789.3963444920914,0.512766445384306,34,4.832919191323504e-06,0.00026803763018251776,1.0015610081152968,1.0018763940209878,0.00022645589517072487,0.00344380607996136
6,24426,2.91e-06,0.00147,0.00198,1.733,1.656,131072.0,0.5779730732434384,8.135189784393955,0.0,1476.3124635025556,0.5121512577451509,29,6.699897790518605e-05,6.222408198962652e-06,1.0014370347228585,1.0019604444469048,13541,1.98e-06,0.00133,0.00149,1.723,1.714,131072.0,0.5166034039997466,6.023915558045814,0.0,420.7235165090609,0.5068297386169434,16,1.1253813444300764e-05,0.00011157211033942932,1.0012134858599708,1.0014790522405619,8.517547984056451e-05,0.002915207289792361
7,12867,1.71e-06,0.00115,0.00149,1.6540000000000001,1.483,131072.0,0.4033075188539685,5.014292882565584,0.0,373.9919547560111,0.5134852091471355,15,5.594328744383537e-07,0.00011986225121347199,1.0010805827133131,1.0014214857001094,13541,1.98e-06,0.00133,0.00149,1.723,1.714,131072.0,0.5166034039997466,6.023915558045814,0.0,420.7235165090609,0.5068297386169434,16,1.1253813444300764e-05,0.00011157211033942932,1.0012134858599708,1.0014790522405619,0.00010905571235124156,0.002610937584863478
8,18426,1.66e-06,0.00159,0.0010400000000000001,1.7830000000000001,1.482,131072.0,0.7240464662591213,7.635175469086044,0.0,346.0629751453338,0.5259897141229539,21,0.00011852016683845669,0.0001475232306208385,1.0015281425833964,1.0010358653211109,13541,1.98e-06,0.00133,0.00149,1.723,1.714,131072.0,0.5166034039997466,6.023915558045814,0.0,420.7235165090609,0.5068297386169434,16,1.1253813444300764e-05,0.00011157211033942932,1.0012134858599708,1.0014790522405619,9.985312364610222e-05,0.003055680328541065
9,28371,3.15e-06,0.0016,0.00198,1.7409999999999999,1.564,131072.0,0.5103264200612115,8.051617002338238,0.0,1789.3963444920914,0.512766445384306,34,4.832919191323504e-06,0.00026803763018251776,1.0015610081152968,1.0018763940209878,13541,1.98e-06,0.00133,0.00149,1.723,1.714,131072.0,0.5166034039997466,6.023915558045814,0.0,420.7235165090609,0.5068297386169434,16,1.1253813444300764e-05,0.00011157211033942932,1.0012134858599708,1.0014790522405619,0.00012027694563902963,0.0030770927846897086
