1,uniform,0.00065959185527,0.182719506239787,2.34E-06,2.32E-06,0.000638918067644,0.174171965816288
1,diagonal,0.000638918067644,0.174171965816288,2.19E-06,2.16E-06,,
1,gauss,0.004768175744824,1.89981584923293,2.64E-05,2.61E-05,,
1,parcel,0.001231724693083,0.355932534980694,3.98E-06,3.94E-06,,
1,bit,0.001231724693083,0.355932534980694,3.98E-06,3.94E-06,,
2,uniform_diagonal,0.000584793678194,0.13109963580748,2.21E-06,2.19E-06,0.000584793678194,0.13109963580748
2,uniform_gauss,0.002042038635925,0.846608365950308,1.03E-05,1.02E-05,,
2,uniform_parcel,0.000637419571729,0.180355549175073,2.19E-06,2.16E-06,,
2,uniform_bit,0.000620688495201,0.167771501846884,2.30E-06,2.27E-06,,
2,diagonal_gauss,0.000981306292789,0.442584047214543,2.87E-06,2.85E-06,,
2,diagonal_parcel,0.000609884353516,0.145709571810353,2.17E-06,2.15E-06,,
2,diagonal_bit,0.000626381089312,0.143579736745545,2.20E-06,2.18E-06,,
2,gauss_parcel,0.001866993726797,0.679199624362579,8.76E-06,8.65E-06,,
2,gauss_bit,0.001721104754969,0.652797120976346,6.24E-06,6.17E-06,,
2,parcel_bit,0.001317040409777,0.374421818433548,4.30E-06,4.26E-06,,
3,uniform_diagonal_gauss,0.000355230116823,0.18776715546567,1.03E-06,1.02E-06,0.000355230116823,0.124154355232414
3,uniform_diagonal_parcel,0.000564576009434,0.124154355232414,2.18E-06,2.16E-06,,
3,uniform_diagonal_bit,0.000591082781592,0.128930892743905,2.22E-06,2.20E-06,,
3,uniform_gauss_parcel,0.001996364672936,0.81796967541632,1.01E-05,1.00E-05,,
3,uniform_gauss_bit,0.00140753896387,0.528143147380359,6.21E-06,6.14E-06,,
3,uniform_parcel_bit,0.000623945815224,0.176533460684901,2.31E-06,2.28E-06,,
3,diagonal_gauss_parcel,0.000889009219863,0.355078497576186,3.27E-06,3.24E-06,,
3,diagonal_gauss_bit,0.001073547017149,0.427093150032819,5.16E-06,5.10E-06,,
3,diagonal_parcel_bit,0.00062159622397,0.14149559794263,2.20E-06,2.18E-06,,
3,gauss_parcel_bit,0.001492061943394,0.524233239395854,6.10E-06,6.03E-06,,
4,uniform_diagonal_gauss_parcel,0.000346849101077,0.181619703415444,9.79E-07,9.70E-07,0.000225571909684,0.090437383694986
4,uniform_diagonal_gauss_bit,0.000225571909684,0.090437383694986,3.63E-07,3.61E-07,,
4,uniform_diagonal_parcel_bit,0.000575124877911,0.124562243292043,2.21E-06,2.18E-06,,
4,uniform_gauss_parcel_bit,0.001395067640208,0.524400325968096,6.01E-06,5.94E-06,,
4,diagonal_gauss_parcel_bit,0.000896413834485,0.353619653635963,3.91E-06,3.87E-06,,
