0,167,166,84,82,84,85,83,164,329,164,330,168,84,82,163,166,407,0,167,0,0,0,165,162,162,82,0,80,0,0,0,82,81,0,81,0,164,166,164,0,244,0,78,80,0,163,82,0,82,80,81,82,329,80,81,161,81,0,82,82,81,0,162,78,239,80,0,238,81,80,159,82,0,79,0,0,82,80,0,0,80,0,0,0,0,80,81,80,82,0,160,81,82,0,80,80,82,0,79,81,0,161,162,0,0,0,0,160,324,80,81,322,0,0,80,0,81,161,81,0,80,0,245,0,0,0,0
0,167,163,247,0,164,249,83,81,82,82,82,0,82,82,0,79,162,161,0,80,0,244,0,0,81,81,80,79,81,162,81,157,81,0,81,80,242,0,242,80,0,321,0,80,81,0,161,157,81,161,160,0,80,240,403,81,0,81,81,161,82,80,0,0,159,0,160,80,0,78,0,239,0,398,0,0,0,316,80,0,0,0,78,76,80,160,0,160,80,160,80,157,80,0,158,78,0,80,238,0,0,78,80,77,0,159,80,0,0,0,80,0,159,0,0,160,0,159,160,0,80,79,0,80,79,0,156
84,166,167,0,80,84,0,330,0,163,162,163,0,0,241,321,0,82,81,0,80,0,160,161,160,81,81,0,0,0,81,162,80,0,0,79,323,236,80,0,80,80,319,0,0,79,80,79,0,159,79,239,81,0,0,0,161,243,80,0,239,0,80,80,79,0,0,80,237,0,79,0,0,0,0,79,158,0,80,0,0,80,0,159,0,79,0,80,79,79,80,0,0,0,79,0,80,237,240,155,80,237,0,158,160,79,157,0,0,0,0,79,80,316,0,78,0,78,0,158,0,79,77,158,80,80,0,76
166,165,83,0,0,161,81,0,80,80,82,243,80,81,82,81,0,240,163,164,244,81,79,80,80,82,0,161,0,162,0,82,78,79,80,0,80,0,0,241,80,81,80,82,159,0,0,156,0,0,81,159,81,80,81,0,0,161,0,159,0,80,319,79,0,79,0,0,160,78,157,0,160,79,0,79,0,79,238,0,0,237,159,157,156,236,79,0,0,0,79,236,78,79,0,80,0,0,79,0,80,314,77,159,159,78,0,80,80,157,0,0,0,80,0,77,79,0,80,0,80,79,239,78,0,79,156,0
83,0,244,82,0,0,0,80,79,0,0,241,80,162,0,80,0,0,0,79,0,0,0,81,0,80,0,0,0,79,81,0,0,0,78,0,0,158,159,80,0,238,0,0,81,78,238,0,0,238,161,236,158,158,80,0,0,0,0,81,0,79,79,159,0,0,0,156,79,0,0,0,79,0,236,78,79,0,78,76,0,156,158,78,78,0,0,78,157,0,0,78,235,0,0,235,0,316,79,77,0,0,78,156,78,0,0,0,235,77,78,0,237,0,77,0,0,157,0,0,156,79,158,78,79,236,79,78
84,0,0,0,0,160,81,81,80,0,79,0,80,160,81,243,240,158,79,161,0,80,81,0,0,159,0,0,0,0,162,78,0,158,80,0,80,79,0,0,0,80,237,78,0,80,158,238,77,77,78,0,157,76,161,0,79,79,0,79,78,0,78,78,78,0,0,78,78,79,157,0,78,79,79,78,0,0,0,0,79,0,79,156,158,0,0,0,77,0,0,78,0,157,79,78,157,157,79,79,0,0,80,76,0,235,0,0,0,235,78,78,79,0,78,0,311,156,78,0,157,233,153,158,157,0,80,0
167,82,79,0,82,81,239,0,0,162,0,80,0,80,80,241,81,79,80,77,160,400,157,0,0,80,0,80,0,235,79,0,79,80,78,79,235,157,160,0,0,238,0,0,158,158,80,159,79,157,0,79,79,0,0,159,316,0,78,80,0,79,80,0,0,0,78,0,77,0,79,78,0,0,77,0,0,233,234,0,0,314,0,77,79,0,157,152,0,0,0,0,0,314,79,79,231,0,79,78,0,157,156,157,157,158,0,0,79,0,157,0,158,0,236,390,0,0,0,158,80,0,79,78,79,0,0,0
0,81,164,0,83,80,81,0,0,81,0,81,158,159,161,80,0,81,0,0,81,80,159,318,0,160,158,80,80,241,319,0,0,78,80,79,0,160,0,78,80,0,79,75,158,0,162,80,80,0,160,79,0,79,160,79,159,79,159,0,157,80,157,79,156,0,78,76,77,315,78,0,0,78,158,0,0,79,157,0,0,0,0,0,0,157,0,0,0,157,78,156,76,78,159,155,79,0,0,156,0,0,79,0,235,237,0,77,79,157,0,0,78,79,78,154,79,78,236,0,0,77,77,78,0,78,0,0
0,0,79,0,161,82,0,241,0,80,80,159,80,80,78,77,0,0,0,80,0,0,159,79,78,0,156,78,0,0,235,79,0,78,0,79,157,0,315,157,79,0,78,0,78,159,0,0,78,0,79,0,158,0,157,79,157,0,156,156,0,0,157,79,233,0,76,77,308,387,78,154,0,0,0,0,78,156,0,77,0,77,0,77,78,0,0,0,78,0,78,0,0,154,157,0,0,0,155,0,0,0,0,76,77,77,156,0,77,312,156,0,78,78,0,233,0,78,0,0,0,78,0,0,156,77,232,156
164,244,81,80,162,320,160,0,79,0,238,80,80,0,159,0,159,159,315,159,78,237,159,79,0,77,160,79,0,0,80,80,233,78,158,0,79,0,0,0,0,157,79,158,79,78,156,159,79,79,78,390,0,78,0,0,0,0,74,0,157,157,159,236,78,78,78,0,0,0,0,78,76,0,234,77,77,0,78,156,0,156,78,78,0,0,76,154,78,0,0,78,73,78,78,78,78,310,0,78,78,78,0,0,0,78,230,77,232,78,0,78,0,0,156,0,154,229,231,154,77,0,156,78,0,0,78,0
