0,0,0,0,158,157,548,707,1006,462,387,0,0,0,0,0
0,0,0,79,469,1955,3048,4295,2928,3078,2083,384,77,0,0,0
0,0,235,785,3748,6240,14926,23502,23436,15356,7553,1924,544,155,0,0
78,0,466,2179,10988,30278,60516,87627,80724,57197,32447,9018,1910,151,77,0
0,77,1172,7034,28625,84833,172141,238507,238135,166683,78588,28529,6938,683,0,0
77,160,2122,17238,61808,182772,379592,532312,520618,358875,168649,54038,17466,2609,455,76
77,317,3607,24632,106068,298597,602356,839436,832433,568775,280135,91599,23836,3505,306,0
0,313,5534,30930,122271,345625,706530,988569,968527,674163,331282,108906,26000,4102,310,154
0,618,4861,24161,112098,310552,621106,890860,861946,581680,295213,97680,25158,3168,453,74
0,152,2230,18376,69951,208801,418659,585982,566142,393857,189156,65102,14058,2945,151,0
0,78,1003,8240,34630,101922,206181,292190,283774,194490,94797,30437,8905,980,150,0
0,0,769,3464,14211,36573,73483,105796,106841,72321,35483,11934,2480,606,75,0
0,0,76,769,3530,8728,19568,27726,28672,18210,9814,2342,980,152,0,0
0,0,0,78,922,1457,4288,4513,5883,3699,1509,529,0,76,0,0
0,0,0,155,306,303,614,689,1058,604,604,152,0,0,0,0
0,0,0,0,0,76,77,152,151,0,75,0,0,0,0,0
