41970,16505,8986,3207,395,80,0,0,0,0,0,0,0,0,0,0
15973,36517,17256,9957,3613,701,154,0,0,0,0,0,0,0,0,0
7799,16596,35909,16778,8727,2669,1096,159,0,0,0,0,0,0,0,0
3120,10275,15913,35600,15308,8527,2814,467,154,0,0,0,0,0,0,0
631,2585,8515,15462,37528,15974,9461,4045,384,77,0,0,0,0,0,0
80,469,2964,8914,18737,36547,15945,10384,3369,768,230,0,0,0,0,0
0,0,550,3126,8514,18445,37436,16888,7502,3516,841,307,0,0,0,0
0,0,78,393,2863,8711,17141,35144,17223,8200,2596,690,76,0,0,0
0,0,0,154,151,2290,8418,16592,33484,15095,7397,2341,680,228,0,0
0,0,0,77,76,611,3204,8974,16080,32150,14036,9665,2339,453,75,0
0,0,0,0,0,78,304,2518,9517,14801,34970,15104,10346,2721,757,227
0,0,0,0,0,76,0,536,3099,9067,16169,36397,15399,8300,2411,304
0,0,0,0,0,0,0,0,829,2268,8447,15549,31562,16673,8301,2955
0,0,0,0,0,0,0,0,0,984,2570,7178,14424,36463,15651,8903
0,0,0,0,0,0,0,0,0,152,982,3176,9061,16379,33535,15467
0,0,0,0,0,0,0,0,0,0,0,756,3253,8613,18784,32929
