2629,2652,3279,4101,4472,3601,4223,3526,3943,4563,3143,3707,3064,3539,4643,3619
3144,3724,3480,3170,3607,3143,3998,3460,2711,3864,4720,3268,4416,3642,4416,3481
2813,4116,3158,3079,3830,3193,4064,3518,3786,3156,3162,3157,3467,4077,4004,3310
3222,4027,3536,3702,3366,3049,3131,4758,2928,3553,3785,3093,4100,3552,5101,4020
3591,3899,3517,3828,3883,3324,3791,4884,3215,2979,3671,3072,3371,2831,3058,3057
3429,3845,4301,4370,3019,4044,3174,3481,3967,4281,3133,3677,2988,3666,4452,3436
3348,3999,4539,3655,4343,3030,3184,3727,3434,3685,3599,2975,3736,4133,4137,3988
2463,3300,2974,4140,3801,4405,3341,3416,3978,3426,4131,3831,3751,2686,4145,3443
2443,3017,3161,4707,3976,3607,3519,4739,3101,3393,2796,3320,3923,2869,3397,3767
3066,3564,4091,3006,3594,3904,3982,3519,3317,3932,3466,3707,3400,3477,3023,2340
3788,4106,2856,3160,3060,3216,3369,2903,4078,4225,3697,3548,2715,3389,3323,2487
4260,4410,2929,3550,2826,4445,4063,2905,3399,3474,3325,3020,4010,3172,3095,3094
3937,5728,3239,3166,3821,3373,3373,3526,3252,3697,3094,3094,3858,2494,3396,3241
3388,3489,4317,3544,3594,3371,2672,3665,3928,3626,3094,4155,3476,3623,3544,4075
3463,3566,4004,4629,3061,3680,2528,2525,3096,2484,2798,3473,3630,2947,3095,2866
3079,3869,3775,3163,4745,3206,3366,4436,3320,3776,4150,3619,2938,3924,2041,3402
