dataset1,dataset2,bops
large_aws/Combo_001.csv,medium/diagonal_001.csv,1
large_aws/Combo_002.csv,medium/diagonal_001.csv,2
large_aws/Combo_003.csv,medium/diagonal_001.csv,3
large_aws/Combo_004.csv,medium/diagonal_001.csv,4
large_aws/Combo_005.csv,medium/diagonal_001.csv,5
large_aws/Combo_006.csv,medium/diagonal_001.csv,6
large_aws/Combo_007.csv,medium/diagonal_001.csv,7
large_aws/Combo_008.csv,medium/diagonal_001.csv,8
large_aws/Combo_009.csv,medium/diagonal_001.csv,9
large_aws/Combo_010.csv,medium/diagonal_001.csv,10
large_aws/Combo_011.csv,medium/diagonal_001.csv,11
large_aws/Combo_012.csv,medium/diagonal_001.csv,12
large_aws/Combo_013.csv,medium/diagonal_001.csv,13
large_aws/Combo_014.csv,medium/diagonal_001.csv,14
large_aws/Combo_015.csv,medium/diagonal_001.csv,15
large_aws/Combo_016.csv,medium/diagonal_001.csv,16
large_aws/Combo_017.csv,medium/diagonal_001.csv,17
large_aws/Combo_018.csv,medium/diagonal_001.csv,18
large_aws/Diagonal_001.csv,medium/diagonal_001.csv,19
large_aws/Diagonal_002.csv,medium/diagonal_001.csv,20
large_aws/Diagonal_003.csv,medium/diagonal_001.csv,21
large_aws/Diagonal_004.csv,medium/diagonal_001.csv,22
large_aws/Diagonal_005.csv,medium/diagonal_001.csv,23
large_aws/Diagonal_006.csv,medium/diagonal_001.csv,24
large_aws/Diagonal_enx_001.csv,medium/diagonal_001.csv,25
large_aws/Diagonal_enx_002.csv,medium/diagonal_001.csv,26
large_aws/Diagonal_enx_003.csv,medium/diagonal_001.csv,27
large_aws/Diagonal_enx_004.csv,medium/diagonal_001.csv,28
large_aws/Diagonal_enx_005.csv,medium/diagonal_001.csv,29
large_aws/Diagonal_enx_006.csv,medium/diagonal_001.csv,30
large_aws/Diagonal_eny_001.csv,medium/diagonal_001.csv,31
large_aws/Diagonal_eny_002.csv,medium/diagonal_001.csv,32
large_aws/Diagonal_eny_003.csv,medium/diagonal_001.csv,33
large_aws/Diagonal_eny_004.csv,medium/diagonal_001.csv,34
large_aws/Diagonal_eny_005.csv,medium/diagonal_001.csv,35
large_aws/Diagonal_eny_006.csv,medium/diagonal_001.csv,36
large_aws/DiagonalRot_001.csv,medium/diagonal_001.csv,37
large_aws/DiagonalRot_002.csv,medium/diagonal_001.csv,38
large_aws/DiagonalRot_003.csv,medium/diagonal_001.csv,39
large_aws/DiagonalRot_004.csv,medium/diagonal_001.csv,40
large_aws/DiagonalRot_005.csv,medium/diagonal_001.csv,41
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_001.csv,42
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_001.csv,43
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_001.csv,44
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_001.csv,45
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_001.csv,46
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_001.csv,47
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_001.csv,48
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_001.csv,49
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_001.csv,50
large_aws/Gauss_001.csv,medium/diagonal_001.csv,51
large_aws/Gauss_002.csv,medium/diagonal_001.csv,52
large_aws/Gauss_003.csv,medium/diagonal_001.csv,53
large_aws/Gauss_004.csv,medium/diagonal_001.csv,54
large_aws/Gauss_005.csv,medium/diagonal_001.csv,55
large_aws/Gauss_006.csv,medium/diagonal_001.csv,56
large_aws/Gauss_enx_001.csv,medium/diagonal_001.csv,57
large_aws/Gauss_enx_002.csv,medium/diagonal_001.csv,58
large_aws/Gauss_enx_003.csv,medium/diagonal_001.csv,59
large_aws/Gauss_enx_004.csv,medium/diagonal_001.csv,60
large_aws/Gauss_enx_005.csv,medium/diagonal_001.csv,61
large_aws/Gauss_enx_006.csv,medium/diagonal_001.csv,62
large_aws/Gauss_eny_001.csv,medium/diagonal_001.csv,63
large_aws/Gauss_eny_002.csv,medium/diagonal_001.csv,64
large_aws/Gauss_eny_003.csv,medium/diagonal_001.csv,65
large_aws/Gauss_eny_004.csv,medium/diagonal_001.csv,66
large_aws/Gauss_eny_005.csv,medium/diagonal_001.csv,67
large_aws/Gauss_eny_006.csv,medium/diagonal_001.csv,68
large_aws/Parcel_001.csv,medium/diagonal_001.csv,69
large_aws/Parcel_002.csv,medium/diagonal_001.csv,70
large_aws/Parcel_003.csv,medium/diagonal_001.csv,71
large_aws/Parcel_004.csv,medium/diagonal_001.csv,72
large_aws/Parcel_005.csv,medium/diagonal_001.csv,73
large_aws/Parcel_006.csv,medium/diagonal_001.csv,74
large_aws/Parcel_007.csv,medium/diagonal_001.csv,75
large_aws/Parcel_008.csv,medium/diagonal_001.csv,76
large_aws/Parcel_009.csv,medium/diagonal_001.csv,77
large_aws/Parcel_010.csv,medium/diagonal_001.csv,78
large_aws/Parcel_011.csv,medium/diagonal_001.csv,79
large_aws/Parcel_012.csv,medium/diagonal_001.csv,80
large_aws/Parcel_013.csv,medium/diagonal_001.csv,81
large_aws/Parcel_014.csv,medium/diagonal_001.csv,82
large_aws/Parcel_015.csv,medium/diagonal_001.csv,83
large_aws/Parcel_016.csv,medium/diagonal_001.csv,84
large_aws/Parcel_017.csv,medium/diagonal_001.csv,85
large_aws/Parcel_018.csv,medium/diagonal_001.csv,86
large_aws/Uniform_001.csv,medium/diagonal_001.csv,87
large_aws/Uniform_002.csv,medium/diagonal_001.csv,88
large_aws/Uniform_003.csv,medium/diagonal_001.csv,89
large_aws/Uniform_004.csv,medium/diagonal_001.csv,90
large_aws/Uniform_005.csv,medium/diagonal_001.csv,91
large_aws/Uniform_006.csv,medium/diagonal_001.csv,92
large_aws/Uniform_enx_001.csv,medium/diagonal_001.csv,93
large_aws/Uniform_enx_002.csv,medium/diagonal_001.csv,94
large_aws/Uniform_enx_003.csv,medium/diagonal_001.csv,95
large_aws/Uniform_enx_004.csv,medium/diagonal_001.csv,96
large_aws/Uniform_enx_005.csv,medium/diagonal_001.csv,97
large_aws/Uniform_enx_006.csv,medium/diagonal_001.csv,98
large_aws/Uniform_eny_001.csv,medium/diagonal_001.csv,99
large_aws/Uniform_eny_002.csv,medium/diagonal_001.csv,100
large_aws/Uniform_eny_003.csv,medium/diagonal_001.csv,101
large_aws/Uniform_eny_004.csv,medium/diagonal_001.csv,102
large_aws/Uniform_eny_005.csv,medium/diagonal_001.csv,103
large_aws/Uniform_eny_006.csv,medium/diagonal_001.csv,104
large_aws/Combo_001.csv,medium/diagonal_002.csv,105
large_aws/Combo_002.csv,medium/diagonal_002.csv,106
large_aws/Combo_003.csv,medium/diagonal_002.csv,107
large_aws/Combo_004.csv,medium/diagonal_002.csv,108
large_aws/Combo_005.csv,medium/diagonal_002.csv,109
large_aws/Combo_006.csv,medium/diagonal_002.csv,110
large_aws/Combo_007.csv,medium/diagonal_002.csv,111
large_aws/Combo_008.csv,medium/diagonal_002.csv,112
large_aws/Combo_009.csv,medium/diagonal_002.csv,113
large_aws/Combo_010.csv,medium/diagonal_002.csv,114
large_aws/Combo_011.csv,medium/diagonal_002.csv,115
large_aws/Combo_012.csv,medium/diagonal_002.csv,116
large_aws/Combo_013.csv,medium/diagonal_002.csv,117
large_aws/Combo_014.csv,medium/diagonal_002.csv,118
large_aws/Combo_015.csv,medium/diagonal_002.csv,119
large_aws/Combo_016.csv,medium/diagonal_002.csv,120
large_aws/Combo_017.csv,medium/diagonal_002.csv,121
large_aws/Combo_018.csv,medium/diagonal_002.csv,122
large_aws/Diagonal_001.csv,medium/diagonal_002.csv,123
large_aws/Diagonal_002.csv,medium/diagonal_002.csv,124
large_aws/Diagonal_003.csv,medium/diagonal_002.csv,125
large_aws/Diagonal_004.csv,medium/diagonal_002.csv,126
large_aws/Diagonal_005.csv,medium/diagonal_002.csv,127
large_aws/Diagonal_006.csv,medium/diagonal_002.csv,128
large_aws/Diagonal_enx_001.csv,medium/diagonal_002.csv,129
large_aws/Diagonal_enx_002.csv,medium/diagonal_002.csv,130
large_aws/Diagonal_enx_003.csv,medium/diagonal_002.csv,131
large_aws/Diagonal_enx_004.csv,medium/diagonal_002.csv,132
large_aws/Diagonal_enx_005.csv,medium/diagonal_002.csv,133
large_aws/Diagonal_enx_006.csv,medium/diagonal_002.csv,134
large_aws/Diagonal_eny_001.csv,medium/diagonal_002.csv,135
large_aws/Diagonal_eny_002.csv,medium/diagonal_002.csv,136
large_aws/Diagonal_eny_003.csv,medium/diagonal_002.csv,137
large_aws/Diagonal_eny_004.csv,medium/diagonal_002.csv,138
large_aws/Diagonal_eny_005.csv,medium/diagonal_002.csv,139
large_aws/Diagonal_eny_006.csv,medium/diagonal_002.csv,140
large_aws/DiagonalRot_001.csv,medium/diagonal_002.csv,141
large_aws/DiagonalRot_002.csv,medium/diagonal_002.csv,142
large_aws/DiagonalRot_003.csv,medium/diagonal_002.csv,143
large_aws/DiagonalRot_004.csv,medium/diagonal_002.csv,144
large_aws/DiagonalRot_005.csv,medium/diagonal_002.csv,145
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_002.csv,146
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_002.csv,147
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_002.csv,148
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_002.csv,149
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_002.csv,150
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_002.csv,151
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_002.csv,152
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_002.csv,153
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_002.csv,154
large_aws/Gauss_001.csv,medium/diagonal_002.csv,155
large_aws/Gauss_002.csv,medium/diagonal_002.csv,156
large_aws/Gauss_003.csv,medium/diagonal_002.csv,157
large_aws/Gauss_004.csv,medium/diagonal_002.csv,158
large_aws/Gauss_005.csv,medium/diagonal_002.csv,159
large_aws/Gauss_006.csv,medium/diagonal_002.csv,160
large_aws/Gauss_enx_001.csv,medium/diagonal_002.csv,161
large_aws/Gauss_enx_002.csv,medium/diagonal_002.csv,162
large_aws/Gauss_enx_003.csv,medium/diagonal_002.csv,163
large_aws/Gauss_enx_004.csv,medium/diagonal_002.csv,164
large_aws/Gauss_enx_005.csv,medium/diagonal_002.csv,165
large_aws/Gauss_enx_006.csv,medium/diagonal_002.csv,166
large_aws/Gauss_eny_001.csv,medium/diagonal_002.csv,167
large_aws/Gauss_eny_002.csv,medium/diagonal_002.csv,168
large_aws/Gauss_eny_003.csv,medium/diagonal_002.csv,169
large_aws/Gauss_eny_004.csv,medium/diagonal_002.csv,170
large_aws/Gauss_eny_005.csv,medium/diagonal_002.csv,171
large_aws/Gauss_eny_006.csv,medium/diagonal_002.csv,172
large_aws/Parcel_001.csv,medium/diagonal_002.csv,173
large_aws/Parcel_002.csv,medium/diagonal_002.csv,174
large_aws/Parcel_003.csv,medium/diagonal_002.csv,175
large_aws/Parcel_004.csv,medium/diagonal_002.csv,176
large_aws/Parcel_005.csv,medium/diagonal_002.csv,177
large_aws/Parcel_006.csv,medium/diagonal_002.csv,178
large_aws/Parcel_007.csv,medium/diagonal_002.csv,179
large_aws/Parcel_008.csv,medium/diagonal_002.csv,180
large_aws/Parcel_009.csv,medium/diagonal_002.csv,181
large_aws/Parcel_010.csv,medium/diagonal_002.csv,182
large_aws/Parcel_011.csv,medium/diagonal_002.csv,183
large_aws/Parcel_012.csv,medium/diagonal_002.csv,184
large_aws/Parcel_013.csv,medium/diagonal_002.csv,185
large_aws/Parcel_014.csv,medium/diagonal_002.csv,186
large_aws/Parcel_015.csv,medium/diagonal_002.csv,187
large_aws/Parcel_016.csv,medium/diagonal_002.csv,188
large_aws/Parcel_017.csv,medium/diagonal_002.csv,189
large_aws/Parcel_018.csv,medium/diagonal_002.csv,190
large_aws/Uniform_001.csv,medium/diagonal_002.csv,191
large_aws/Uniform_002.csv,medium/diagonal_002.csv,192
large_aws/Uniform_003.csv,medium/diagonal_002.csv,193
large_aws/Uniform_004.csv,medium/diagonal_002.csv,194
large_aws/Uniform_005.csv,medium/diagonal_002.csv,195
large_aws/Uniform_006.csv,medium/diagonal_002.csv,196
large_aws/Uniform_enx_001.csv,medium/diagonal_002.csv,197
large_aws/Uniform_enx_002.csv,medium/diagonal_002.csv,198
large_aws/Uniform_enx_003.csv,medium/diagonal_002.csv,199
large_aws/Uniform_enx_004.csv,medium/diagonal_002.csv,200
large_aws/Uniform_enx_005.csv,medium/diagonal_002.csv,201
large_aws/Uniform_enx_006.csv,medium/diagonal_002.csv,202
large_aws/Uniform_eny_001.csv,medium/diagonal_002.csv,203
large_aws/Uniform_eny_002.csv,medium/diagonal_002.csv,204
large_aws/Uniform_eny_003.csv,medium/diagonal_002.csv,205
large_aws/Uniform_eny_004.csv,medium/diagonal_002.csv,206
large_aws/Uniform_eny_005.csv,medium/diagonal_002.csv,207
large_aws/Uniform_eny_006.csv,medium/diagonal_002.csv,208
large_aws/Combo_001.csv,medium/diagonal_003.csv,209
large_aws/Combo_002.csv,medium/diagonal_003.csv,210
large_aws/Combo_003.csv,medium/diagonal_003.csv,211
large_aws/Combo_004.csv,medium/diagonal_003.csv,212
large_aws/Combo_005.csv,medium/diagonal_003.csv,213
large_aws/Combo_006.csv,medium/diagonal_003.csv,214
large_aws/Combo_007.csv,medium/diagonal_003.csv,215
large_aws/Combo_008.csv,medium/diagonal_003.csv,216
large_aws/Combo_009.csv,medium/diagonal_003.csv,217
large_aws/Combo_010.csv,medium/diagonal_003.csv,218
large_aws/Combo_011.csv,medium/diagonal_003.csv,219
large_aws/Combo_012.csv,medium/diagonal_003.csv,220
large_aws/Combo_013.csv,medium/diagonal_003.csv,221
large_aws/Combo_014.csv,medium/diagonal_003.csv,222
large_aws/Combo_015.csv,medium/diagonal_003.csv,223
large_aws/Combo_016.csv,medium/diagonal_003.csv,224
large_aws/Combo_017.csv,medium/diagonal_003.csv,225
large_aws/Combo_018.csv,medium/diagonal_003.csv,226
large_aws/Diagonal_001.csv,medium/diagonal_003.csv,227
large_aws/Diagonal_002.csv,medium/diagonal_003.csv,228
large_aws/Diagonal_003.csv,medium/diagonal_003.csv,229
large_aws/Diagonal_004.csv,medium/diagonal_003.csv,230
large_aws/Diagonal_005.csv,medium/diagonal_003.csv,231
large_aws/Diagonal_006.csv,medium/diagonal_003.csv,232
large_aws/Diagonal_enx_001.csv,medium/diagonal_003.csv,233
large_aws/Diagonal_enx_002.csv,medium/diagonal_003.csv,234
large_aws/Diagonal_enx_003.csv,medium/diagonal_003.csv,235
large_aws/Diagonal_enx_004.csv,medium/diagonal_003.csv,236
large_aws/Diagonal_enx_005.csv,medium/diagonal_003.csv,237
large_aws/Diagonal_enx_006.csv,medium/diagonal_003.csv,238
large_aws/Diagonal_eny_001.csv,medium/diagonal_003.csv,239
large_aws/Diagonal_eny_002.csv,medium/diagonal_003.csv,240
large_aws/Diagonal_eny_003.csv,medium/diagonal_003.csv,241
large_aws/Diagonal_eny_004.csv,medium/diagonal_003.csv,242
large_aws/Diagonal_eny_005.csv,medium/diagonal_003.csv,243
large_aws/Diagonal_eny_006.csv,medium/diagonal_003.csv,244
large_aws/DiagonalRot_001.csv,medium/diagonal_003.csv,245
large_aws/DiagonalRot_002.csv,medium/diagonal_003.csv,246
large_aws/DiagonalRot_003.csv,medium/diagonal_003.csv,247
large_aws/DiagonalRot_004.csv,medium/diagonal_003.csv,248
large_aws/DiagonalRot_005.csv,medium/diagonal_003.csv,249
large_aws/DiagonalRot_enx_002.csv,medium/diagonal_003.csv,250
large_aws/DiagonalRot_enx_003.csv,medium/diagonal_003.csv,251
large_aws/DiagonalRot_enx_004.csv,medium/diagonal_003.csv,252
large_aws/DiagonalRot_enx_005.csv,medium/diagonal_003.csv,253
large_aws/DiagonalRot_enx_006.csv,medium/diagonal_003.csv,254
large_aws/DiagonalRot_eny_001.csv,medium/diagonal_003.csv,255
large_aws/DiagonalRot_eny_002.csv,medium/diagonal_003.csv,256
large_aws/DiagonalRot_eny_004.csv,medium/diagonal_003.csv,257
large_aws/DiagonalRot_eny_006.csv,medium/diagonal_003.csv,258
large_aws/Gauss_001.csv,medium/diagonal_003.csv,259
large_aws/Gauss_002.csv,medium/diagonal_003.csv,260
large_aws/Gauss_003.csv,medium/diagonal_003.csv,261
large_aws/Gauss_004.csv,medium/diagonal_003.csv,262
large_aws/Gauss_005.csv,medium/diagonal_003.csv,263
large_aws/Gauss_006.csv,medium/diagonal_003.csv,264
large_aws/Gauss_enx_001.csv,medium/diagonal_003.csv,265
large_aws/Gauss_enx_002.csv,medium/diagonal_003.csv,266
large_aws/Gauss_enx_003.csv,medium/diagonal_003.csv,267
large_aws/Gauss_enx_004.csv,medium/diagonal_003.csv,268
large_aws/Gauss_enx_005.csv,medium/diagonal_003.csv,269
large_aws/Gauss_enx_006.csv,medium/diagonal_003.csv,270
large_aws/Gauss_eny_001.csv,medium/diagonal_003.csv,271
large_aws/Gauss_eny_002.csv,medium/diagonal_003.csv,272
large_aws/Gauss_eny_003.csv,medium/diagonal_003.csv,273
large_aws/Gauss_eny_004.csv,medium/diagonal_003.csv,274
large_aws/Gauss_eny_005.csv,medium/diagonal_003.csv,275
large_aws/Gauss_eny_006.csv,medium/diagonal_003.csv,276
large_aws/Parcel_001.csv,medium/diagonal_003.csv,277
large_aws/Parcel_002.csv,medium/diagonal_003.csv,278
large_aws/Parcel_003.csv,medium/diagonal_003.csv,279
large_aws/Parcel_004.csv,medium/diagonal_003.csv,280
large_aws/Parcel_005.csv,medium/diagonal_003.csv,281
large_aws/Parcel_006.csv,medium/diagonal_003.csv,282
large_aws/Parcel_007.csv,medium/diagonal_003.csv,283
large_aws/Parcel_008.csv,medium/diagonal_003.csv,284
large_aws/Parcel_009.csv,medium/diagonal_003.csv,285
large_aws/Parcel_010.csv,medium/diagonal_003.csv,286
large_aws/Parcel_011.csv,medium/diagonal_003.csv,287
large_aws/Parcel_012.csv,medium/diagonal_003.csv,288
large_aws/Parcel_013.csv,medium/diagonal_003.csv,289
large_aws/Parcel_014.csv,medium/diagonal_003.csv,290
large_aws/Parcel_015.csv,medium/diagonal_003.csv,291
large_aws/Parcel_016.csv,medium/diagonal_003.csv,292
large_aws/Parcel_017.csv,medium/diagonal_003.csv,293
large_aws/Parcel_018.csv,medium/diagonal_003.csv,294
large_aws/Uniform_001.csv,medium/diagonal_003.csv,295
large_aws/Uniform_002.csv,medium/diagonal_003.csv,296
large_aws/Uniform_003.csv,medium/diagonal_003.csv,297
large_aws/Uniform_004.csv,medium/diagonal_003.csv,298
large_aws/Uniform_005.csv,medium/diagonal_003.csv,299
